citypair,aircraft,sum_departures_performed,sum_departures_scheduled,passengers,seats,avg_fuel_price,avg_stock_price,total_operating_expense,quarter,year,revenue
FLL-IAD,Boeing 737-800,46.0,48.0,6119.0,8050.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
FLL-IND,Boeing 737-700/700LR/Max 7,6.0,7.0,735.0,858.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
FLL-IND,Boeing 737-800,76.0,78.0,9102.0,13300.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
FLL-ISP,Boeing 737-700/700LR/Max 7,63.0,67.0,7458.0,9009.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
FLL-LAS,Boeing 737-800,80.0,83.0,12778.0,14000.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
FLL-MCI,Boeing 737-700/700LR/Max 7,85.0,90.0,10123.0,12155.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
FLL-MCO,Boeing 737-300,87.0,89.0,8882.0,12435.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
FLL-MCO,Boeing 737-700/700LR/Max 7,292.0,320.0,24488.0,41756.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
FLL-MCO,Boeing 737-800,37.0,41.0,3447.0,6475.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
FLL-MDW,Boeing 737-700/700LR/Max 7,124.0,129.0,15889.0,17732.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
FLL-MDW,Boeing 737-800,195.0,204.0,30344.0,34125.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
FLL-MSY,Boeing 737-700/700LR/Max 7,135.0,144.0,16488.0,19305.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
FLL-PHL,Boeing 737-300,26.0,27.0,3603.0,3718.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
FLL-PHL,Boeing 737-700/700LR/Max 7,23.0,24.0,3069.0,3289.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
FLL-PHL,Boeing 737-800,39.0,41.0,5978.0,6825.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
FLL-PHX,Boeing 737-700/700LR/Max 7,5.0,6.0,444.0,715.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
FLL-PHX,Boeing 737-800,81.0,86.0,12717.0,14175.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
FLL-PIT,Boeing 737-700/700LR/Max 7,114.0,118.0,14804.0,16302.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
FLL-PVD,Boeing 737-700/700LR/Max 7,48.0,49.0,6183.0,6864.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
FLL-PVD,Boeing 737-800,37.0,41.0,4917.0,6475.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
FLL-RDU,Boeing 737-700/700LR/Max 7,69.0,71.0,8447.0,9867.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
FLL-RDU,Boeing 737-800,18.0,20.0,2777.0,3150.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
FLL-SJU,Boeing 737-800,128.0,144.0,18986.0,22400.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
FLL-STL,Boeing 737-700/700LR/Max 7,73.0,78.0,8459.0,10439.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
FLL-STL,Boeing 737-800,48.0,53.0,6624.0,8400.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
FLL-TPA,Boeing 737-700/700LR/Max 7,276.0,291.0,29173.0,39468.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
FLL-TPA,Boeing 737-800,63.0,69.0,8077.0,11025.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
FNT-MDW,Boeing 737-700/700LR/Max 7,257.0,259.0,28658.0,36751.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
GEG-BOI,Boeing 737-700/700LR/Max 7,148.0,150.0,11834.0,21164.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
GEG-DEN,Boeing 737-700/700LR/Max 7,143.0,144.0,18850.0,20449.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
GEG-DEN,Boeing 737-800,42.0,44.0,6643.0,7350.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
GEG-OAK,Boeing 737-700/700LR/Max 7,96.0,97.0,12179.0,13728.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
GRR-BWI,Boeing 737-700/700LR/Max 7,88.0,91.0,11219.0,12584.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
GRR-MDW,Boeing 737-700/700LR/Max 7,259.0,261.0,33226.0,37037.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
GSP-ATL,Boeing 737-700/700LR/Max 7,143.0,145.0,15156.0,20449.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-ABQ,Boeing 737-700/700LR/Max 7,99.0,111.0,11368.0,14157.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-ABQ,Boeing 737-800,129.0,142.0,13591.0,22575.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-ATL,Boeing 737-300,162.0,211.0,19761.0,23088.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-ATL,Boeing 737-700/700LR/Max 7,213.0,218.0,26183.0,30459.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-ATL,Boeing 737-800,51.0,56.0,7831.0,8925.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-AUS,Boeing 737-300,152.0,177.0,15542.0,21676.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-AUS,Boeing 737-700/700LR/Max 7,258.0,280.0,28095.0,36894.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-BHM,Boeing 737-300,63.0,71.0,6549.0,8997.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-BHM,Boeing 737-700/700LR/Max 7,85.0,91.0,9599.0,12155.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-BHM,Boeing 737-800,4.0,6.0,489.0,700.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-BNA,Boeing 737-300,94.0,109.0,9708.0,13394.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-BNA,Boeing 737-700/700LR/Max 7,219.0,234.0,20537.0,31317.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-BOS,Boeing 737-700/700LR/Max 7,76.0,84.0,9827.0,10868.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-BOS,Boeing 737-800,50.0,51.0,7634.0,8750.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-BWI,Boeing 737-700/700LR/Max 7,139.0,156.0,18129.0,19877.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-BWI,Boeing 737-800,135.0,144.0,21708.0,23625.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-CHS,Boeing 737-700/700LR/Max 7,71.0,78.0,7866.0,10153.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-CLT,Boeing 737-700/700LR/Max 7,101.0,109.0,11551.0,14443.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-CRP,Boeing 737-300,178.0,202.0,13639.0,25202.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-CRP,Boeing 737-700/700LR/Max 7,117.0,134.0,9050.0,16731.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-DAL,Boeing 737-300,558.0,705.0,51761.0,79584.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-DAL,Boeing 737-700/700LR/Max 7,752.0,805.0,74797.0,107536.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-DAL,Boeing 737-800,172.0,194.0,21135.0,30100.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-DCA,Boeing 737-700/700LR/Max 7,240.0,260.0,28577.0,34320.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-DEN,Boeing 737-700/700LR/Max 7,246.0,276.0,31395.0,35178.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-DEN,Boeing 737-800,225.0,243.0,34751.0,39375.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-ECP,Boeing 737-300,35.0,39.0,4008.0,4933.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-ECP,Boeing 737-700/700LR/Max 7,47.0,53.0,4740.0,6721.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-ECP,Boeing 737-800,13.0,14.0,1395.0,2275.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-ELP,Boeing 737-300,57.0,63.0,5521.0,8145.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-ELP,Boeing 737-700/700LR/Max 7,131.0,148.0,12363.0,18733.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-FLL,Boeing 737-700/700LR/Max 7,47.0,62.0,4961.0,6721.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-FLL,Boeing 737-800,115.0,128.0,17411.0,20125.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-HRL,Boeing 737-300,237.0,280.0,23328.0,33723.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-HRL,Boeing 737-700/700LR/Max 7,144.0,145.0,14021.0,20592.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-IND,Boeing 737-300,40.0,41.0,4848.0,5690.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-IND,Boeing 737-700/700LR/Max 7,61.0,64.0,7594.0,8723.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-IND,Boeing 737-800,35.0,42.0,4296.0,6125.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-JAX,Boeing 737-300,16.0,18.0,1813.0,2288.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-JAX,Boeing 737-700/700LR/Max 7,35.0,43.0,3713.0,5005.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-LAS,Boeing 737-700/700LR/Max 7,151.0,169.0,19856.0,21593.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-LAS,Boeing 737-800,202.0,225.0,33030.0,35350.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-LAX,Boeing 737-700/700LR/Max 7,208.0,228.0,27660.0,29744.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-LAX,Boeing 737-800,163.0,182.0,26076.0,28525.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-LGA,Boeing 737-700/700LR/Max 7,159.0,176.0,19671.0,22737.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-MAF,Boeing 737-300,50.0,58.0,4463.0,7084.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-MAF,Boeing 737-700/700LR/Max 7,183.0,199.0,16720.0,26169.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-MCI,Boeing 737-300,60.0,75.0,6206.0,8550.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-MCI,Boeing 737-700/700LR/Max 7,158.0,167.0,16014.0,22594.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-MCI,Boeing 737-800,15.0,16.0,2078.0,2625.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-MCO,Boeing 737-700/700LR/Max 7,210.0,244.0,26099.0,30030.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-MCO,Boeing 737-800,116.0,136.0,17972.0,20300.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-MDW,Boeing 737-700/700LR/Max 7,257.0,282.0,33299.0,36751.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-MDW,Boeing 737-800,283.0,319.0,44104.0,49525.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-MEM,Boeing 737-300,47.0,53.0,5103.0,6721.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-MEM,Boeing 737-700/700LR/Max 7,98.0,104.0,9611.0,14014.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-MSY,Boeing 737-300,283.0,334.0,29414.0,40433.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-MSY,Boeing 737-700/700LR/Max 7,456.0,488.0,43614.0,65208.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-OAK,Boeing 737-700/700LR/Max 7,72.0,78.0,8944.0,10296.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-OAK,Boeing 737-800,93.0,104.0,13860.0,16275.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-OKC,Boeing 737-300,65.0,80.0,6089.0,9277.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-OKC,Boeing 737-700/700LR/Max 7,236.0,253.0,20721.0,33748.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-OMA,Boeing 737-700/700LR/Max 7,50.0,54.0,5888.0,7150.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-OMA,Boeing 737-800,30.0,35.0,3097.0,5250.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-PDX,Boeing 737-800,51.0,52.0,7459.0,8925.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-PHX,Boeing 737-700/700LR/Max 7,205.0,224.0,24283.0,29315.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-PHX,Boeing 737-800,134.0,165.0,16515.0,23450.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-PIT,Boeing 737-800,34.0,40.0,5116.0,5950.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-PNS,Boeing 737-300,36.0,39.0,4303.0,5142.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-PNS,Boeing 737-700/700LR/Max 7,47.0,55.0,5713.0,6721.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-RDU,Boeing 737-300,6.0,7.0,778.0,858.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-RDU,Boeing 737-700/700LR/Max 7,60.0,65.0,7583.0,8580.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-RDU,Boeing 737-800,19.0,20.0,2896.0,3325.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-SAN,Boeing 737-700/700LR/Max 7,122.0,139.0,15738.0,17446.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-SAN,Boeing 737-800,51.0,52.0,8065.0,8925.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-SAT,Boeing 737-300,119.0,144.0,10609.0,16981.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-SAT,Boeing 737-700/700LR/Max 7,291.0,315.0,30143.0,41613.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-SJU,Boeing 737-700/700LR/Max 7,11.0,14.0,1301.0,1573.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-SLC,Boeing 737-700/700LR/Max 7,13.0,14.0,1587.0,1859.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-SNA,Boeing 737-700/700LR/Max 7,83.0,92.0,10496.0,11869.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-STL,Boeing 737-300,121.0,142.0,14620.0,17219.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-STL,Boeing 737-700/700LR/Max 7,129.0,138.0,12852.0,18447.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-STL,Boeing 737-800,57.0,59.0,4056.0,9975.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-TPA,Boeing 737-700/700LR/Max 7,107.0,131.0,12110.0,15301.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-TPA,Boeing 737-800,73.0,82.0,10409.0,12775.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-TUL,Boeing 737-300,35.0,45.0,3202.0,4975.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HOU-TUL,Boeing 737-700/700LR/Max 7,194.0,211.0,18406.0,27742.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HRL-HOU,Boeing 737-300,191.0,226.0,20385.0,27151.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
HRL-HOU,Boeing 737-700/700LR/Max 7,188.0,199.0,17207.0,26884.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
IAD-ATL,Boeing 737-700/700LR/Max 7,116.0,117.0,14358.0,16588.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
IAD-ATL,Boeing 737-800,49.0,50.0,6265.0,8575.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
IAD-DEN,Boeing 737-800,134.0,137.0,19607.0,23450.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
IAD-FLL,Boeing 737-700/700LR/Max 7,83.0,89.0,8606.0,11869.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
IAD-MCO,Boeing 737-800,38.0,40.0,5101.0,6650.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
IND-ATL,Boeing 737-700/700LR/Max 7,215.0,222.0,21131.0,30745.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
IND-BOS,Boeing 737-700/700LR/Max 7,125.0,127.0,14404.0,17875.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
IND-BWI,Boeing 737-300,48.0,51.0,5057.0,6834.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
IND-DAL,Boeing 737-300,44.0,47.0,5029.0,6244.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
IND-DCA,Boeing 737-700/700LR/Max 7,163.0,169.0,16415.0,23309.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
IND-DEN,Boeing 737-700/700LR/Max 7,267.0,268.0,35792.0,38181.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
IND-EWR,Boeing 737-700/700LR/Max 7,115.0,122.0,11058.0,16445.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
IND-EWR,Boeing 737-800,34.0,35.0,1894.0,5950.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
IND-FLL,Boeing 737-700/700LR/Max 7,45.0,49.0,4598.0,6435.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
IND-FLL,Boeing 737-800,40.0,43.0,4455.0,7000.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
IND-HOU,Boeing 737-700/700LR/Max 7,32.0,36.0,2996.0,4576.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
IND-HOU,Boeing 737-800,70.0,76.0,8573.0,12250.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
IND-MCO,Boeing 737-300,82.0,85.0,10991.0,11720.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
IND-MCO,Boeing 737-700/700LR/Max 7,161.0,167.0,20603.0,23023.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
IND-PHX,Boeing 737-800,12.0,13.0,2009.0,2100.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
IND-RSW,Boeing 737-700/700LR/Max 7,41.0,42.0,5072.0,5863.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
IND-RSW,Boeing 737-800,43.0,47.0,5229.0,7525.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
IND-TPA,Boeing 737-700/700LR/Max 7,180.0,188.0,19030.0,25740.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
ISP-BWI,Boeing 737-700/700LR/Max 7,330.0,337.0,39305.0,47190.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
ISP-BWI,Boeing 737-800,68.0,70.0,8916.0,11900.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
ISP-FLL,Boeing 737-700/700LR/Max 7,93.0,98.0,10986.0,13299.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
ISP-MCO,Boeing 737-700/700LR/Max 7,244.0,256.0,30658.0,34892.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
ISP-PBI,Boeing 737-700/700LR/Max 7,152.0,161.0,17886.0,21736.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
ISP-TPA,Boeing 737-700/700LR/Max 7,95.0,99.0,12077.0,13585.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
JAX-ATL,Boeing 737-300,120.0,124.0,11498.0,17130.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
JAX-ATL,Boeing 737-700/700LR/Max 7,100.0,104.0,9718.0,14300.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
JAX-BNA,Boeing 737-300,49.0,52.0,5311.0,7001.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
JAX-BNA,Boeing 737-700/700LR/Max 7,192.0,199.0,20251.0,27456.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
JAX-BWI,Boeing 737-300,66.0,67.0,7389.0,9420.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
JAX-BWI,Boeing 737-700/700LR/Max 7,183.0,200.0,18859.0,26169.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
JAX-BWI,Boeing 737-800,40.0,42.0,4545.0,7000.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
JAX-DEN,Boeing 737-700/700LR/Max 7,81.0,85.0,10102.0,11583.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
JAX-HOU,Boeing 737-300,26.0,36.0,2668.0,3718.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
JAX-HOU,Boeing 737-700/700LR/Max 7,25.0,26.0,2853.0,3575.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
JAX-HOU,Boeing 737-800,29.0,30.0,4313.0,5075.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
JAX-MDW,Boeing 737-700/700LR/Max 7,85.0,89.0,9835.0,12155.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-ABQ,Boeing 737-700/700LR/Max 7,327.0,330.0,35726.0,46761.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-ATL,Boeing 737-700/700LR/Max 7,74.0,75.0,9819.0,10582.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-ATL,Boeing 737-800,240.0,242.0,38685.0,42000.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-AUS,Boeing 737-700/700LR/Max 7,196.0,198.0,26232.0,28028.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-BHM,Boeing 737-700/700LR/Max 7,86.0,91.0,8685.0,12298.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-BNA,Boeing 737-700/700LR/Max 7,125.0,126.0,16362.0,17875.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-BNA,Boeing 737-800,165.0,166.0,26071.0,28875.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-BUF,Boeing 737-700/700LR/Max 7,66.0,67.0,8185.0,9438.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-BUR,Boeing 737-700/700LR/Max 7,801.0,815.0,79484.0,114543.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-BWI,Boeing 737-800,406.0,414.0,61317.0,71050.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-DAL,Boeing 737-700/700LR/Max 7,356.0,358.0,44011.0,50908.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-DAL,Boeing 737-800,95.0,96.0,14168.0,16625.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-DEN,Boeing 737-700/700LR/Max 7,377.0,378.0,49223.0,53911.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-DEN,Boeing 737-800,406.0,410.0,59471.0,71050.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-FLL,Boeing 737-800,86.0,90.0,13542.0,15050.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-HOU,Boeing 737-700/700LR/Max 7,210.0,225.0,28017.0,30030.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-HOU,Boeing 737-800,150.0,171.0,23192.0,26250.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-IND,Boeing 737-700/700LR/Max 7,194.0,195.0,24825.0,27742.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-LAX,Boeing 737-700/700LR/Max 7,881.0,883.0,111206.0,125983.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-MCO,Boeing 737-700/700LR/Max 7,65.0,66.0,8719.0,9295.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-MCO,Boeing 737-800,118.0,123.0,18415.0,20650.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-MDW,Boeing 737-700/700LR/Max 7,312.0,315.0,40597.0,44616.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-MDW,Boeing 737-800,488.0,493.0,78033.0,85400.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-MSY,Boeing 737-700/700LR/Max 7,98.0,99.0,11166.0,14014.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-MSY,Boeing 737-800,85.0,86.0,12452.0,14875.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-OAK,Boeing 737-700/700LR/Max 7,645.0,647.0,76594.0,92235.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-OMA,Boeing 737-700/700LR/Max 7,257.0,258.0,30473.0,36751.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-ONT,Boeing 737-700/700LR/Max 7,343.0,346.0,36484.0,49049.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-PHL,Boeing 737-700/700LR/Max 7,37.0,38.0,4882.0,5291.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-PHX,Boeing 737-700/700LR/Max 7,553.0,559.0,54563.0,79079.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-PIT,Boeing 737-700/700LR/Max 7,136.0,137.0,17204.0,19448.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-RDU,Boeing 737-700/700LR/Max 7,87.0,89.0,10866.0,12441.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-RNO,Boeing 737-700/700LR/Max 7,788.0,794.0,90301.0,112684.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
LAS-SAN,Boeing 737-700/700LR/Max 7,739.0,746.0,83127.0,105677.0,48.16646153846152,56.67253980952381,4436563.0,3,2017,5303
